Query_ID,Document_ID
142,en.13.1.235.2009.6.2
142,en.13.41.35.2010.2.28
142,en.15.234.392.2008.1.14
142,en.15.220.122.2007.11.9
142,en.15.96.262.2008.11.16
142,en.15.181.317.2010.5.16
142,en.15.110.462.2009.3.25
142,en.2.263.203.2009.5.24
142,en.15.128.457.2009.6.3
142,en.15.128.150.2009.6.3
142,en.2.275.173.2009.8.3
142,en.15.227.271.2007.12.10
142,en.3.391.338.2007.9.13
142,en.15.69.498.2008.5.30
142,en.15.230.162.2007.12.25
142,en.15.67.369.2008.5.17
142,en.15.188.235.2007.6.4
142,en.2.260.84.2009.5.2
142,en.13.41.134.2010.3.1
142,en.15.244.63.2008.2.20
142,en.13.1.67.2009.5.31
142,en.3.409.133.2007.12.6
142,en.3.406.422.2007.11.20
142,en.3.354.424.2010.3.19
142,en.15.89.467.2008.10.14
142,en.3.354.1.2010.3.18
142,en.15.76.64.2008.7.15
142,en.15.71.357.2008.6.15
143,en.15.88.269.2008.10.5
143,en.2.257.101.2009.4.9
143,en.13.5.369.2009.6.23
143,en.15.135.12.2009.7.16
143,en.15.115.158.2009.2.27
143,en.15.151.453.2009.11.2
143,en.15.86.181.2008.9.24
143,en.15.111.417.2009.3.18
143,en.15.88.461.2008.10.7
143,en.15.156.275.2009.12.17
143,en.15.83.437.2008.9.10
143,en.15.82.469.2008.9.3
143,en.15.87.66.2008.10.4
143,en.15.78.230.2008.7.31
143,en.15.110.158.2009.3.24
143,en.15.119.126.2009.4.10
143,en.15.247.72.2008.3.5
143,en.3.417.395.2008.1.10
143,en.15.111.97.2009.3.23
143,en.15.128.137.2009.6.5
143,en.3.357.428.2010.4.8
143,en.15.85.199.2008.9.18
143,en.15.86.384.2008.9.26
143,en.15.88.93.2008.10.7
143,en.15.111.22.2009.3.20
143,en.15.114.186.2009.3.4
143,en.15.82.152.2008.9.4
143,en.3.417.402.2008.1.10
143,en.15.79.392.2008.8.7
143,en.15.212.309.2007.10.4
143,en.15.167.119.2010.2.25
143,en.13.26.221.2009.11.10
143,en.15.82.429.2008.9.2
143,en.15.77.500.2008.7.25
143,en.15.83.19.2008.9.8
143,en.3.326.371.2009.9.6
143,en.15.245.36.2008.2.27
143,en.3.373.495.2007.6.11
143,en.15.81.156.2008.8.27
143,en.15.83.316.2008.9.10
143,en.15.110.271.2009.3.25
143,en.15.81.100.2008.8.24
143,en.15.81.2.2008.8.24
143,en.15.85.465.2008.9.18
143,en.15.83.137.2008.9.8
143,en.3.417.142.2008.1.8
143,en.15.167.243.2010.2.26
143,en.3.326.429.2009.9.1
143,en.15.84.464.2008.9.16
143,en.15.82.43.2008.8.29
144,en.2.319.331.2010.6.7
144,en.13.59.492.2010.6.8
144,en.15.186.459.2007.5.29
144,en.15.108.405.2009.2.3
144,en.13.59.461.2010.6.8
144,en.13.1.125.2009.6.1
144,en.3.380.390.2007.7.17
144,en.15.254.257.2008.3.28
144,en.15.101.397.2008.12.18
144,en.2.291.3.2009.12.3
144,en.15.254.299.2008.3.27
144,en.3.417.238.2008.1.10
144,en.15.88.25.2008.10.9
144,en.3.410.111.2007.12.9
144,en.15.156.288.2009.12.14
144,en.15.239.437.2008.2.3
144,en.15.241.492.2008.2.11
144,en.15.239.15.2008.2.3
144,en.15.160.158.2010.1.14
144,en.3.419.336.2008.1.18
144,en.2.319.275.2010.6.3
144,en.15.220.48.2007.11.8
144,en.15.123.367.2009.5.7
144,en.15.92.197.2008.10.27
144,en.15.151.383.2009.11.3
144,en.15.231.36.2007.12.31
144,en.15.91.126.2008.10.21
144,en.15.105.437.2009.1.12
144,en.15.111.366.2009.3.19
144,en.15.104.229.2009.1.5
144,en.3.412.428.2007.12.18
144,en.13.31.389.2010.1.2
144,en.15.91.378.2008.10.23
144,en.2.258.375.2009.4.20
144,en.15.239.218.2008.2.2
144,en.15.249.51.2008.3.9
144,en.15.237.186.2008.1.24
144,en.15.104.277.2009.1.9
144,en.15.234.259.2008.1.15
144,en.13.27.433.2009.11.20
144,en.15.247.469.2008.3.5
144,en.15.103.64.2009.1.3
144,en.2.282.382.2009.9.16
144,en.3.417.125.2008.1.9
144,en.15.104.355.2009.1.6
144,en.15.104.349.2009.1.9
144,en.15.88.156.2008.10.8
144,en.15.105.71.2009.1.14
144,en.15.104.208.2009.1.10
144,en.15.244.236.2008.2.23
145,en.3.414.448.2007.12.28
145,en.3.414.89.2007.12.28
145,en.3.414.484.2007.12.27
145,en.15.102.390.2008.12.27
145,en.3.395.14.2007.10.2
145,en.3.391.173.2007.9.14
145,en.15.101.118.2008.12.20
145,en.3.414.383.2007.12.28
145,en.15.240.54.2008.2.7
145,en.15.243.379.2008.2.18
145,en.3.414.287.2007.12.30
145,en.15.240.177.2008.2.8
145,en.2.268.162.2009.6.20
145,en.15.231.207.2008.1.1
145,en.3.416.58.2008.1.7
145,en.15.72.107.2008.6.21
145,en.15.231.459.2008.1.2
145,en.3.382.172.2007.7.28
145,en.15.102.219.2008.12.27
145,en.15.231.13.2007.12.31
145,en.15.242.313.2008.2.14
145,en.3.395.90.2007.10.3
145,en.3.405.211.2007.11.14
145,en.15.220.237.2007.11.10
145,en.3.414.410.2007.12.28
145,en.3.414.239.2007.12.27
145,en.15.240.389.2008.2.7
145,en.15.240.80.2008.2.7
145,en.15.251.119.2008.3.18
145,en.15.135.271.2009.7.16
145,en.15.215.145.2007.10.22
145,en.3.414.446.2007.12.27
145,en.15.231.168.2008.1.2
145,en.2.270.254.2009.7.1
145,en.15.118.248.2009.4.4
145,en.3.356.260.2010.3.31
145,en.15.243.192.2008.2.18
145,en.15.240.480.2008.2.7
145,en.3.414.360.2007.12.27
145,en.3.414.30.2007.12.30
145,en.3.401.434.2007.10.31
145,en.3.414.167.2007.12.28
145,en.3.389.471.2007.9.1
145,en.15.212.172.2007.10.6
145,en.15.219.123.2007.11.4
145,en.3.414.303.2007.12.28
145,en.3.391.175.2007.9.14
145,en.3.395.355.2007.10.3
145,en.15.231.400.2008.1.2
145,en.15.240.372.2008.2.8
146,en.15.232.156.2008.1.3
146,en.15.78.140.2008.8.3
146,en.15.256.134.2008.4.8
146,en.2.258.234.2009.4.22
146,en.15.241.233.2008.2.12
146,en.15.241.468.2008.2.12
146,en.15.240.142.2008.2.6
146,en.13.27.120.2009.11.19
146,en.15.236.59.2008.1.22
146,en.3.384.452.2007.8.8
146,en.15.81.27.2008.8.28
146,en.15.156.95.2009.12.17
146,en.15.243.80.2008.2.19
146,en.3.380.347.2007.7.20
146,en.15.98.189.2008.12.2
146,en.3.383.163.2007.8.2
146,en.3.417.27.2008.1.8
146,en.13.27.365.2009.11.19
146,en.3.363.405.2010.5.6
146,en.15.255.435.2008.4.4
146,en.15.111.302.2009.3.20
146,en.13.27.162.2009.11.19
146,en.15.255.141.2008.3.31
146,en.13.25.162.2009.11.8
146,en.13.27.129.2009.11.19
146,en.15.243.417.2008.2.19
146,en.3.393.213.2007.9.24
146,en.15.65.371.2008.5.7
146,en.3.388.206.2007.8.29
146,en.2.289.73.2009.11.18
146,en.3.391.96.2007.9.15
146,en.15.241.392.2008.2.12
146,en.3.392.56.2007.9.19
146,en.15.246.234.2008.2.28
146,en.13.27.423.2009.11.20
146,en.15.205.495.2007.8.28
146,en.15.256.357.2008.4.8
146,en.3.410.293.2007.12.9
146,en.15.194.278.2007.7.3
146,en.3.383.255.2007.8.3
146,en.15.93.211.2008.11.2
146,en.15.97.76.2008.11.25
146,en.3.383.40.2007.8.2
146,en.3.383.349.2007.8.2
146,en.2.289.269.2009.11.18
146,en.13.51.292.2010.5.2
146,en.2.291.76.2009.12.3
146,en.15.251.204.2008.3.18
146,en.3.390.368.2007.9.6
146,en.15.253.154.2008.3.25
147,en.15.167.260.2010.2.23
147,en.3.403.446.2007.11.5
147,en.3.354.348.2010.3.21
147,en.3.403.127.2007.11.5
147,en.3.354.462.2010.3.20
147,en.3.354.50.2010.3.20
147,en.15.117.73.2009.4.3
147,en.15.94.387.2008.11.7
147,en.3.356.483.2010.3.30
147,en.15.187.327.2007.6.1
147,en.15.184.150.2010.5.30
147,en.15.75.119.2008.7.15
147,en.2.271.403.2009.7.9
147,en.3.374.401.2007.6.14
147,en.2.258.250.2009.4.18
147,en.2.275.442.2009.8.4
147,en.15.61.398.2008.4.14
147,en.15.109.114.2009.4.1
147,en.15.176.255.2010.4.23
147,en.3.357.159.2010.4.10
147,en.3.354.80.2010.3.18
147,en.2.260.206.2009.5.3
147,en.15.255.427.2008.4.3
147,en.3.355.134.2010.3.22
147,en.13.30.452.2009.12.22
147,en.15.188.313.2007.6.6
147,en.15.181.333.2010.5.19
147,en.3.397.458.2007.10.10
147,en.15.209.319.2007.9.24
147,en.2.317.253.2010.5.28
147,en.15.118.293.2009.4.8
147,en.2.317.150.2010.5.28
147,en.15.109.479.2009.3.31
147,en.3.354.346.2010.3.20
147,en.3.332.468.2009.10.15
147,en.3.329.340.2009.9.23
147,en.15.241.321.2008.2.10
147,en.13.41.18.2010.3.1
147,en.2.258.403.2009.4.22
147,en.15.184.289.2010.5.31
147,en.3.332.447.2009.10.22
147,en.15.236.137.2008.1.23
147,en.15.111.348.2009.3.23
147,en.15.218.466.2007.11.2
147,en.15.111.156.2009.3.20
147,en.3.347.45.2010.2.3
147,en.15.238.14.2008.1.30
147,en.15.110.359.2009.3.26
147,en.15.232.300.2008.1.5
147,en.3.359.456.2010.4.16
148,en.3.347.413.2010.2.5
148,en.3.333.71.2009.10.28
148,en.15.92.355.2008.10.30
148,en.15.184.146.2010.5.30
148,en.15.123.98.2009.5.10
148,en.15.245.345.2008.2.26
148,en.2.319.119.2010.6.5
148,en.2.281.366.2009.9.9
148,en.15.201.453.2007.8.9
148,en.2.280.27.2009.9.9
148,en.3.383.153.2007.8.3
148,en.2.278.240.2009.8.24
148,en.3.366.425.2010.5.25
148,en.15.167.146.2010.2.27
148,en.2.263.191.2009.5.23
148,en.13.10.482.2009.7.29
148,en.2.275.14.2009.8.3
148,en.15.184.150.2010.5.30
148,en.3.419.268.2008.1.17
148,en.15.172.247.2010.3.26
148,en.15.62.263.2008.4.21
148,en.3.349.58.2010.2.11
148,en.3.373.399.2007.6.12
148,en.15.250.185.2008.3.16
148,en.15.250.431.2008.3.15
148,en.3.403.135.2007.11.7
148,en.15.96.119.2008.11.17
148,en.15.192.188.2007.6.21
148,en.3.361.476.2010.4.28
148,en.2.263.399.2009.5.24
148,en.2.275.442.2009.8.4
148,en.15.151.90.2009.11.6
148,en.13.26.485.2009.11.11
148,en.2.279.318.2009.8.28
148,en.3.348.349.2010.2.10
148,en.15.181.237.2010.5.19
148,en.15.254.475.2008.3.27
148,en.15.220.427.2007.11.9
148,en.15.248.415.2008.3.7
148,en.13.8.481.2009.7.13
148,en.3.412.31.2007.12.19
148,en.3.400.86.2007.10.25
148,en.13.1.366.2009.6.2
148,en.2.305.110.2010.3.16
148,en.15.245.452.2008.2.25
148,en.3.373.151.2007.6.12
148,en.3.380.380.2007.7.17
148,en.15.90.370.2008.10.19
148,en.15.75.144.2008.7.14
148,en.3.360.25.2010.4.22
149,en.15.167.10.2010.2.23
149,en.3.359.111.2010.4.19
149,en.15.92.120.2008.10.26
149,en.15.113.441.2009.3.8
149,en.2.281.239.2009.9.14
149,en.15.114.2.2009.3.4
149,en.2.319.112.2010.6.4
149,en.15.167.362.2010.2.22
149,en.3.366.93.2010.5.26
149,en.2.291.275.2009.12.1
149,en.3.333.406.2009.10.25
149,en.3.361.212.2010.4.30
149,en.15.62.40.2008.4.21
149,en.3.406.107.2007.11.23
149,en.3.333.369.2009.10.29
149,en.3.405.1.2007.11.13
149,en.3.406.65.2007.11.21
149,en.3.406.329.2007.11.21
149,en.3.407.274.2007.11.25
149,en.3.407.31.2007.11.25
149,en.15.125.49.2009.5.21
149,en.3.403.460.2007.11.7
149,en.3.406.78.2007.11.23
149,en.3.406.165.2007.11.23
149,en.15.249.319.2008.3.9
149,en.13.8.9.2009.7.12
149,en.3.359.18.1970.1.1
149,en.15.106.477.2009.1.22
149,en.3.354.479.2010.3.19
149,en.3.350.336.2010.2.19
149,en.15.167.44.2010.2.23
149,en.3.414.32.2007.12.28
149,en.3.403.248.2007.11.6
149,en.15.113.264.2009.3.15
149,en.3.357.208.2010.4.8
149,en.15.88.83.2008.10.9
149,en.3.406.498.2007.11.20
149,en.2.279.348.2009.8.31
149,en.3.361.102.2010.5.1
149,en.3.407.100.2007.11.24
149,en.3.407.407.2007.11.23
149,en.3.392.232.2007.9.20
149,en.15.124.443.2009.5.15
149,en.15.248.173.2008.3.6
149,en.15.123.26.2009.5.6
149,en.2.291.96.2009.11.29
149,en.15.73.346.2008.6.24
149,en.15.92.163.2008.10.27
149,en.3.406.84.2007.11.19
149,en.2.258.277.2009.4.19
150,en.15.73.305.2008.6.29
150,en.2.275.253.2009.8.3
150,en.13.8.169.2009.7.11
150,en.15.203.377.2007.8.21
150,en.15.203.134.2007.8.21
150,en.13.10.57.2009.7.29
150,en.15.135.386.2009.7.19
150,en.15.241.356.2008.2.11
150,en.13.8.215.2009.7.13
150,en.15.254.357.2008.3.27
150,en.15.203.260.2007.8.21
150,en.3.372.80.2007.6.8
150,en.3.384.36.2007.8.8
150,en.13.8.28.2009.7.14
150,en.15.98.325.2008.11.30
150,en.15.77.382.2008.7.24
150,en.15.201.214.2007.8.13
150,en.15.201.344.2007.8.13
150,en.15.162.63.2010.1.25
150,en.15.73.237.2008.6.25
150,en.15.250.280.2008.3.13
150,en.15.202.31.2007.8.16
150,en.3.332.275.2009.10.16
150,en.13.3.499.2009.6.13
150,en.2.268.201.2009.6.17
150,en.15.201.152.2007.8.12
150,en.15.232.8.2008.1.7
150,en.15.73.26.2008.6.28
150,en.15.232.444.2008.1.7
150,en.15.97.154.2008.11.26
150,en.15.209.153.2007.9.18
150,en.15.167.419.2010.2.22
150,en.15.201.296.2007.8.10
150,en.15.98.442.2008.12.1
150,en.3.385.398.2007.8.18
150,en.3.357.247.2010.4.8
150,en.15.63.312.2008.4.24
150,en.15.87.63.2008.9.29
150,en.15.135.234.2009.7.20
150,en.15.244.228.2008.2.22
150,en.3.339.221.2009.12.8
150,en.15.218.373.2007.10.31
150,en.3.391.251.2007.9.15
150,en.15.202.364.2007.8.17
150,en.15.242.207.2008.2.13
150,en.15.242.480.2008.2.15
150,en.15.98.359.2008.12.1
150,en.15.241.498.2008.2.11
150,en.15.161.376.2010.1.21
150,en.15.63.184.2008.4.23
151,en.3.397.344.2007.10.10
151,en.15.88.422.2008.10.8
151,en.15.88.340.2008.10.8
151,en.15.155.279.2009.12.10
151,en.15.147.290.2009.10.7
151,en.3.396.335.2007.10.9
151,en.15.89.14.2008.10.10
151,en.3.408.234.2007.11.28
151,en.15.89.64.2008.10.13
151,en.3.397.171.2007.10.14
151,en.15.89.165.2008.10.13
151,en.15.88.445.2008.10.6
151,en.3.331.180.2009.10.12
151,en.3.410.367.2007.12.7
151,en.15.147.161.2009.10.6
151,en.15.209.273.2007.9.18
151,en.15.212.380.2007.10.8
151,en.3.397.278.2007.10.11
151,en.3.397.285.2007.10.11
151,en.15.132.397.2009.6.29
151,en.15.88.375.2008.10.6
151,en.15.88.452.2008.10.9
151,en.3.331.408.2009.10.12
151,en.3.397.152.2007.10.12
151,en.15.88.278.2008.10.7
151,en.3.395.422.2007.10.2
151,en.2.291.469.2009.12.6
151,en.3.392.268.2007.9.20
151,en.3.331.165.2009.10.10
151,en.15.147.201.2009.10.6
151,en.3.397.444.2007.10.12
151,en.15.155.59.2009.12.10
151,en.15.88.271.2008.10.9
151,en.15.76.206.2008.7.17
151,en.15.212.29.2007.10.5
151,en.15.147.409.2009.10.5
151,en.15.212.448.2007.10.5
151,en.2.291.361.2009.11.28
151,en.3.397.217.2007.10.12
151,en.3.410.481.2007.12.9
151,en.3.410.285.2007.12.7
151,en.15.155.432.2009.12.10
151,en.15.87.496.2008.9.30
151,en.3.343.474.2010.1.12
151,en.3.331.157.2009.10.9
151,en.15.209.234.2007.9.25
151,en.15.209.403.2007.9.26
151,en.15.89.154.2008.10.10
151,en.15.147.39.2009.10.5
151,en.3.403.304.2007.11.6
152,en.15.105.444.2009.1.20
152,en.3.382.18.2007.7.26
152,en.15.62.78.2008.4.21
152,en.15.227.366.2007.12.11
152,en.15.99.488.2008.12.6
152,en.15.62.416.2008.4.19
152,en.15.181.42.2010.5.18
152,en.15.245.263.2008.2.26
152,en.3.363.168.2010.5.8
152,en.3.414.447.2007.12.27
152,en.15.210.294.2007.9.29
152,en.15.242.155.2008.2.13
152,en.15.118.9.2009.4.7
152,en.15.227.283.2007.12.12
152,en.15.66.357.2008.5.8
152,en.3.417.201.2008.1.8
152,en.3.343.472.1970.1.1
152,en.15.156.103.2009.12.13
152,en.15.96.412.2008.11.20
152,en.15.228.333.2007.12.17
152,en.15.75.459.2008.7.10
152,en.15.115.33.2009.2.11
152,en.15.101.477.2008.12.18
152,en.15.96.7.2008.11.20
152,en.15.84.18.2008.9.16
152,en.15.132.477.2009.6.28
152,en.15.228.196.2007.12.18
152,en.15.220.468.2007.11.7
152,en.15.85.242.2008.9.18
152,en.2.266.140.2009.6.10
152,en.2.260.176.2009.4.29
152,en.15.194.80.2007.7.2
152,en.15.204.490.2007.8.25
152,en.15.101.202.2008.12.16
152,en.15.112.151.2009.3.12
152,en.3.349.209.2010.2.12
152,en.15.100.473.2008.12.15
152,en.15.230.365.2007.12.25
152,en.3.331.414.2009.10.12
152,en.15.60.289.2008.4.10
152,en.15.101.145.2008.12.17
152,en.15.204.43.2007.8.26
152,en.15.119.190.2009.4.11
152,en.15.128.320.2009.6.5
152,en.15.66.350.2008.5.13
152,en.3.383.121.2007.8.5
152,en.15.125.253.2009.5.20
152,en.3.384.246.2007.8.7
152,en.15.108.36.2009.2.6
152,en.15.80.295.2008.8.20
153,en.3.356.469.2010.3.30
153,en.15.74.162.2008.7.3
153,en.3.333.230.2009.10.28
153,en.15.132.109.2009.7.1
153,en.15.90.350.2008.10.19
153,en.2.282.475.1970.1.1
153,en.15.86.478.2008.9.24
153,en.15.238.111.2008.1.28
153,en.2.279.303.1970.1.1
153,en.13.10.419.2009.7.28
153,en.2.268.1.2009.6.21
153,en.15.240.305.2008.2.7
153,en.3.410.270.2007.12.7
153,en.15.117.436.2009.2.24
153,en.3.407.447.2007.11.28
153,en.3.401.48.2007.10.31
153,en.2.260.296.2009.4.30
153,en.2.277.26.2009.8.18
153,en.13.27.359.2009.11.20
153,en.15.95.54.2008.11.11
153,en.15.72.109.2008.6.21
153,en.13.8.301.2009.7.14
153,en.2.289.199.2009.11.14
153,en.2.281.385.2009.9.9
153,en.15.102.470.2008.12.25
153,en.3.405.198.2007.11.14
153,en.15.188.424.2007.6.6
153,en.3.332.295.2009.10.17
153,en.3.389.245.2007.9.6
153,en.15.132.355.2009.6.26
153,en.3.326.90.2009.9.2
153,en.15.108.100.2009.2.3
153,en.3.397.317.2007.10.12
153,en.15.135.44.2009.7.19
153,en.15.88.71.2008.10.6
153,en.15.218.291.2007.11.3
153,en.13.10.384.2009.7.30
153,en.2.291.9.2009.12.6
153,en.15.78.388.2008.8.2
153,en.3.401.464.2007.10.30
153,en.15.123.76.2009.5.8
153,en.15.128.457.2009.6.3
153,en.15.128.150.2009.6.3
153,en.15.66.41.2008.5.13
153,en.15.98.371.2008.11.26
153,en.15.181.317.2010.5.16
153,en.3.331.461.2009.10.11
153,en.3.397.321.2007.10.11
153,en.13.31.266.2010.1.4
153,en.15.155.67.2009.12.8
154,en.3.356.324.2010.4.2
154,en.15.87.290.2008.9.29
154,en.3.356.226.2010.3.30
154,en.15.181.68.2010.5.19
154,en.2.281.8.2009.9.13
154,en.15.92.209.2008.10.27
154,en.15.68.434.2008.5.25
154,en.3.379.384.2007.7.10
154,en.15.114.19.2009.3.5
154,en.15.96.369.2008.11.17
154,en.3.381.110.2007.7.20
154,en.3.379.8.2007.7.11
154,en.15.215.46.2007.10.22
154,en.3.417.127.2008.1.10
154,en.15.220.316.2007.11.7
154,en.15.108.171.2009.2.3
154,en.3.405.126.2007.11.13
154,en.15.181.429.2010.5.17
154,en.2.258.440.2009.4.19
154,en.15.67.40.2008.5.18
154,en.15.67.77.2008.5.18
154,en.15.68.302.2008.5.26
154,en.3.332.389.2009.10.20
154,en.2.262.308.2009.5.13
154,en.15.225.462.2007.12.5
154,en.15.92.14.2008.10.27
154,en.3.417.77.2008.1.10
154,en.3.331.61.2009.10.13
154,en.3.354.208.2010.3.19
154,en.15.94.218.2008.11.7
154,en.15.78.246.2008.8.1
154,en.15.76.17.2008.7.22
154,en.13.31.27.1970.1.1
154,en.15.235.188.2008.1.20
154,en.15.220.248.2007.11.8
154,en.3.361.374.2010.4.28
154,en.2.279.348.2009.8.31
154,en.15.77.220.2008.7.30
154,en.15.66.332.2008.5.13
154,en.15.155.375.2009.12.8
154,en.15.201.497.2007.8.13
154,en.3.390.382.2007.9.11
154,en.3.407.135.2007.11.28
154,en.15.167.100.2010.2.26
154,en.15.107.363.2009.1.27
154,en.2.296.266.2010.1.19
154,en.3.395.58.2007.10.2
154,en.15.229.421.2007.12.20
154,en.15.218.301.2007.11.1
154,en.15.192.351.2007.6.21
155,en.15.100.203.2008.12.12
155,en.15.154.454.2009.11.26
155,en.15.98.487.2008.11.29
155,en.15.98.204.2008.11.29
155,en.15.210.495.2007.9.27
155,en.15.99.439.2008.12.2
155,en.15.98.342.2008.11.28
155,en.15.98.52.2008.11.29
155,en.15.250.213.2008.3.12
155,en.15.99.419.2008.12.2
155,en.15.123.366.2009.5.8
155,en.15.123.497.2009.5.7
155,en.15.194.398.2007.7.2
155,en.15.98.331.2008.11.27
155,en.15.98.490.2008.11.29
155,en.15.98.445.2008.11.27
155,en.15.98.136.2008.11.30
155,en.15.100.101.2008.12.14
155,en.15.154.362.2009.11.26
155,en.15.154.456.2009.11.25
155,en.15.98.292.2008.12.1
155,en.15.98.75.2008.12.1
155,en.3.339.35.2009.12.8
155,en.15.135.287.2009.7.20
155,en.2.291.295.2009.12.6
155,en.13.51.414.2010.5.3
155,en.13.51.113.2010.5.3
155,en.15.104.263.2009.1.6
155,en.13.51.305.2010.5.3
155,en.15.99.77.2008.12.6
155,en.3.349.125.2010.2.14
155,en.3.349.273.2010.2.14
155,en.15.102.258.2008.12.27
155,en.15.128.69.2009.6.3
155,en.15.99.343.2008.12.8
155,en.15.103.241.2008.12.31
155,en.2.289.480.2009.11.15
155,en.15.98.188.2008.11.28
155,en.15.98.215.2008.11.30
155,en.15.101.86.2008.12.17
155,en.3.349.183.2010.2.14
155,en.3.349.131.2010.2.15
155,en.3.348.99.2010.2.9
155,en.15.242.354.2008.2.15
155,en.15.86.108.2008.9.24
155,en.15.98.50.2008.11.28
155,en.15.98.180.2008.12.1
155,en.15.98.175.2008.11.29
155,en.15.154.417.2009.11.26
155,en.15.98.424.2008.11.27
156,en.3.359.317.2010.4.19
156,en.3.359.232.2010.4.19
156,en.3.360.275.2010.4.26
156,en.3.360.335.2010.4.23
156,en.3.361.69.2010.4.27
156,en.3.360.327.2010.4.26
156,en.3.352.48.2010.3.6
156,en.3.361.402.2010.4.27
156,en.15.114.397.2009.3.4
156,en.13.41.172.2010.3.5
156,en.15.119.25.2009.4.10
156,en.15.130.374.2009.6.16
156,en.13.41.93.2010.3.1
156,en.15.139.9.2009.8.12
156,en.15.240.472.2008.2.8
156,en.15.75.28.2008.7.14
156,en.2.309.334.2010.4.10
156,en.15.242.65.2008.2.14
156,en.15.242.186.2008.2.15
156,en.3.356.34.2010.3.29
156,en.3.398.2.2007.10.18
156,en.15.242.306.2008.2.13
156,en.15.243.412.2008.2.19
156,en.15.238.311.2008.1.28
156,en.15.220.41.2007.11.7
156,en.15.256.233.2008.4.8
156,en.15.70.41.2008.6.8
156,en.13.55.395.2010.5.20
156,en.13.55.366.2010.5.21
156,en.15.113.118.2009.3.8
156,en.15.161.181.2010.1.21
156,en.15.81.383.2008.8.26
156,en.2.263.320.2009.5.24
156,en.3.363.493.2010.5.10
156,en.3.363.465.2010.5.7
156,en.3.360.272.2010.4.26
156,en.3.353.186.2010.3.12
156,en.2.291.482.2009.12.4
156,en.2.291.48.2009.12.3
156,en.15.212.484.2007.10.6
156,en.13.8.106.2009.7.15
156,en.13.26.99.2009.11.11
156,en.15.108.383.2009.2.2
156,en.3.358.145.2010.4.14
156,en.3.360.404.2010.4.22
156,en.15.246.475.2008.2.29
156,en.15.251.458.2008.3.18
156,en.3.359.463.2010.4.19
156,en.3.329.379.2009.9.25
156,en.15.147.50.2009.10.6
157,en.15.209.13.2007.9.19
157,en.3.388.499.2007.8.29
157,en.15.210.428.2007.9.27
157,en.13.3.281.2009.6.14
157,en.3.373.453.2007.6.10
157,en.3.400.240.2007.10.24
157,en.3.389.275.2007.9.4
157,en.3.398.236.2007.10.18
157,en.3.400.63.2007.10.24
157,en.15.109.247.2009.2.8
157,en.15.240.30.2008.2.7
157,en.15.202.208.2007.8.15
157,en.3.384.129.2007.8.8
157,en.15.209.262.2007.9.25
157,en.15.63.217.2008.4.25
157,en.15.245.287.2008.2.25
157,en.3.382.153.2007.7.29
157,en.15.75.88.2008.7.14
157,en.15.212.102.2007.10.5
157,en.3.374.433.2007.6.15
157,en.15.117.272.2009.2.24
157,en.15.120.139.2009.4.22
157,en.3.373.371.2007.6.9
157,en.15.243.186.2008.2.17
157,en.15.210.236.2007.9.27
157,en.2.311.231.2010.4.26
157,en.3.376.473.2007.6.28
157,en.15.256.430.2008.4.7
157,en.3.360.405.2010.4.26
157,en.15.243.272.2008.2.20
157,en.15.108.315.2009.2.2
157,en.3.373.274.2007.6.12
157,en.3.382.316.2007.7.28
157,en.3.398.321.2007.10.18
157,en.15.228.434.2007.12.18
157,en.13.31.460.2010.1.3
157,en.15.94.302.2008.11.9
157,en.15.194.213.2007.7.2
157,en.3.361.320.2010.4.29
157,en.15.167.261.2010.2.24
157,en.15.100.169.2008.12.15
157,en.3.382.485.2007.7.31
157,en.3.349.127.2010.2.13
157,en.15.242.302.2008.2.14
157,en.15.109.136.2009.2.10
157,en.13.31.349.2010.1.1
157,en.15.107.45.2009.1.30
157,en.3.354.497.2010.3.19
157,en.15.123.214.2009.5.7
157,en.15.243.96.2008.2.20
158,en.15.215.361.2007.10.20
158,en.2.283.337.2009.9.29
158,en.15.250.62.2008.3.15
158,en.15.249.243.2008.3.12
158,en.3.329.283.1970.1.1
158,en.3.400.59.2007.10.24
158,en.15.240.416.2008.2.8
158,en.15.60.360.2008.4.12
158,en.3.419.118.2008.1.17
158,en.2.258.272.2009.4.20
158,en.15.243.97.2008.2.18
158,en.2.279.140.2009.8.28
158,en.13.3.357.2009.6.13
158,en.15.243.225.2008.2.18
158,en.15.243.245.2008.2.17
158,en.15.204.359.2007.8.27
158,en.15.103.281.2009.1.1
158,en.15.115.231.2009.2.12
158,en.2.275.226.2009.8.4
158,en.15.90.289.2008.10.18
158,en.3.390.357.2007.9.11
158,en.13.26.484.2009.11.11
158,en.15.78.150.2008.8.4
158,en.15.72.402.2008.6.20
158,en.15.249.415.2008.3.12
158,en.13.10.415.2009.7.27
158,en.15.75.16.2008.7.9
158,en.15.104.111.2009.1.11
158,en.15.136.274.2009.7.21
158,en.13.27.406.2009.11.20
158,en.13.59.403.2010.6.9
158,en.15.83.328.2008.9.5
158,en.3.331.399.2009.10.11
158,en.13.3.485.2009.6.14
158,en.15.79.310.2008.8.10
158,en.15.84.34.2008.9.14
158,en.3.329.51.2009.9.26
158,en.15.247.498.2008.3.3
158,en.15.110.404.2009.3.27
158,en.15.74.425.2008.7.7
158,en.3.403.174.2007.11.7
158,en.15.160.128.2010.1.16
158,en.15.64.172.2008.4.29
158,en.15.107.250.2009.1.29
